sample_id,split,subsample_repeat,otu_id,shallow_depth,shallow_count,shallow_ra,log10_shallow_ra,zero_in_shallow,shallow_rank,shallow_rank_norm,shallow_richness,otu_mean_ra_train,otu_prevalence_train,otu_std_ra_train,otu_max_ra_train,target_reference_ra,target_log10_reference_ra,is_other,pred_raw_shallow_ra,pred_training_mean_ra,pred_random_forest_ra,pred_xgboost_ra,log1p_shallow_count,abundance_group,shallow_detection_group
SRS2822077,test,3,262354,2000,2,0.001,-2.9999956570768957,0,43,0.6615384615384615,64,0.0002552251792692,0.5045317220543807,0.0005935587538322,0.0035999343077681,0.0006843602301161274,-3.1647088903896896,0,0.001,0.00025522517926920287,0.001026983179082353,0.0008647434935594961,1.0986122886681098,Rare (1e-4 to 1e-3),Detected in shallow
SRS2821844,test,3,10583,2000,3,0.0015,-2.8239058456574235,0,64,0.6336633663366337,100,0.0001344425582233,0.8036253776435045,0.0001845876318963,0.0013976497416186,0.0008722578394173318,-3.0593501397001077,0,0.0015,0.0001344425582233015,0.0006630689838658865,0.0004836012974619472,1.3862943611198906,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822053,test,5,125146,2000,0,0.0,-8.0,1,60,1.0,59,0.0003225976755049,0.918429003021148,0.0008169752872318,0.0123524234422895,9.108179144872095e-05,-4.040520756826598,0,0.0,0.00032259767550490363,3.760085480153601e-05,3.3305086593773216e-05,0.0,Very rare (<1e-4),Shallow zero
SRS2821901,test,2,79943,2000,0,0.0,-8.0,1,92,1.0,91,0.0012701659821695,0.2084592145015106,0.0076001453449412,0.091807566341469,0.0,-8.0,0,0.0,0.0012701659821695143,7.1237460055311465e-09,1.2595523306529158e-08,0.0,Reference zero,Shallow zero
SRS2821870,test,5,93005,2000,0,0.0,-8.0,1,89,1.0,88,0.0002159705125091,0.797583081570997,0.0003277935376995,0.0021826656347556,0.00016144873330014667,-3.7919384590303205,0,0.0,0.00021597051250910244,9.773858191321856e-06,2.0110321899741446e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822125,test,4,189462,2000,1,0.0005,-3.3010213098612007,0,71,0.9726027397260274,72,0.000144266233978,0.8700906344410876,0.0001666767569086,0.0009350448719903,4.569705139775856e-05,-4.340016794527492,0,0.0005,0.00014426623397800162,6.39298546828883e-05,9.88681929195961e-05,0.6931471805599453,Very rare (<1e-4),Detected in shallow
SRS2822240,test,5,192431,2000,0,0.0,-8.0,1,54,1.0,53,0.0001661506473655,0.6978851963746223,0.0002586186625329,0.0016578491844844,6.731830788701296e-05,-4.171802300199625,0,0.0,0.00016615064736550186,5.260557404199513e-05,3.151818858067843e-05,0.0,Very rare (<1e-4),Shallow zero
SRS2822019,test,4,95651,2000,0,0.0,-8.0,1,90,1.0,89,0.0001803783081447,0.2930513595166163,0.0008334893394399,0.0106651785022244,0.0,-8.0,0,0.0,0.00018037830814470203,1.2548475964769869e-07,7.216391140081954e-08,0.0,Reference zero,Shallow zero
SRS2821894,test,3,211440,2000,0,0.0,-8.0,1,70,1.0,69,0.0002081052092779,0.2628398791540785,0.0011254043340116,0.0089358993685409,0.0,-8.0,0,0.0,0.00020810520927790237,4.707626082125483e-09,1.5968122865822567e-08,0.0,Reference zero,Shallow zero
SRS2821969,test,5,25843,2000,0,0.0,-8.0,1,89,1.0,88,0.0001249783468448,0.5498489425981873,0.000523071750498,0.0060368482947863,0.0,-8.0,0,0.0,0.0001249783468448014,5.996520663449224e-06,1.3684714894106794e-06,0.0,Reference zero,Shallow zero
SRS2821901,test,5,187492,2000,0,0.0,-8.0,1,88,1.0,87,0.000122105156686,0.6012084592145015,0.0004162651301673,0.0043488001265105,0.0,-8.0,0,0.0,0.00012210515668600137,2.297795745196807e-07,4.4071748736512444e-07,0.0,Reference zero,Shallow zero
SRS2821931,test,1,81893,2000,0,0.0,-8.0,1,90,1.0,89,0.0001459665581349,0.120845921450151,0.0012360107848366,0.0145619927815909,0.0,-8.0,0,0.0,0.00014596655813490166,1.2695039350031159e-08,1.1204004788566844e-08,0.0,Reference zero,Shallow zero
SRS2822120,test,5,249900,2000,1,0.0005,-3.3010213098612007,0,84,0.8,104,0.0007808646005963,0.9486404833836858,0.0021385648679012,0.026292831142264,0.0007045432028093661,-3.1520862065090327,0,0.0005,0.0007808646005963089,0.0003887206353501875,0.00038454361134864396,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2821901,test,1,83222,2000,1,0.0005,-3.3010213098612007,0,56,0.6588235294117647,84,0.0085439657592128,0.9093655589123868,0.009528083363703,0.034005753453848,0.0012503330805337487,-2.902970804960685,0,0.0005,0.008543965759212898,0.0002549862446689268,0.00033075852904328683,0.6931471805599453,Common (1e-3 to 1e-2),Detected in shallow
SRS2822180,test,3,134697,2000,0,0.0,-8.0,1,75,1.0,74,0.0001091426857457,0.6404833836858006,0.0001658213618932,0.0012700182758727,0.0,-8.0,0,0.0,0.00010914268574570124,8.28467916204107e-08,2.535050235322704e-07,0.0,Reference zero,Shallow zero
SRS2822180,test,4,180216,2000,0,0.0,-8.0,1,68,1.0,67,8.46098108355739e-05,0.4682779456193353,0.0001980883581805,0.0011838795073745,9.06799180253541e-06,-5.042010213762727,0,0.0,8.460981083557486e-05,2.2923291593743294e-07,1.4747056631665236e-07,0.0,Very rare (<1e-4),Shallow zero
SRS2821946,test,3,146247,2000,0,0.0,-8.0,1,56,1.0,55,0.0001146733348428,0.2326283987915408,0.0012743383610444,0.0179798771723507,0.0,-8.0,0,0.0,0.0001146733348428013,5.948001162902323e-11,7.383704206833688e-10,0.0,Reference zero,Shallow zero
SRS2821860,test,5,42738,2000,13,0.0065,-2.1870859752123017,0,21,0.22580645161290322,92,0.004662586966442,0.9939577039274924,0.003631630128436,0.0198352032752053,0.006118526982807874,-2.2133524105751943,0,0.0065,0.004662586966442053,0.006301866835340511,0.0065516036872670476,2.6390573296152584,Common (1e-3 to 1e-2),Detected in shallow
SRS2822053,test,2,67192,2000,0,0.0,-8.0,1,68,1.0,67,0.000115056693052,0.7643504531722054,0.0002700851744775,0.0031180160046139,0.00010409347594139538,-3.98253476946194,0,0.0,0.0001150566930520013,5.909156978345263e-06,4.014886890318304e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821843,test,1,241754,2000,0,0.0,-8.0,1,108,1.0,107,0.0002289516523631,0.4833836858006042,0.0013338621329692,0.016593886462882,0.0,-8.0,0,0.0,0.0002289516523631026,4.5551360983708486e-07,5.764324878828729e-07,0.0,Reference zero,Shallow zero
SRS2821972,test,4,85004,2000,0,0.0,-8.0,1,102,1.0,101,9.131132852482518e-05,0.3202416918429003,0.0003042877678292,0.0035720508799442,8.4028121411299e-05,-4.075523664379191,0,0.0,9.13113285248262e-05,3.866845547585062e-07,2.79802632666678e-07,0.0,Very rare (<1e-4),Shallow zero
SRS2822153,test,3,214696,2000,1,0.0005,-3.3010213098612007,0,97,0.8818181818181818,109,0.0002956610022648,0.716012084592145,0.0006027131937615,0.0039938612872806,0.00025610818009527225,-3.5915595928129993,0,0.0005,0.0002956610022648034,0.00037724653681211573,0.0003590655015039946,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822243,test,3,10583,2000,0,0.0,-8.0,1,77,1.0,76,0.0001344425582233,0.8036253776435045,0.0001845876318963,0.0013976497416186,0.0,-8.0,0,0.0,0.0001344425582233015,1.1830270163256651e-05,1.5397590557129788e-05,0.0,Reference zero,Shallow zero
SRS2822136,test,3,92333,2000,0,0.0,-8.0,1,55,1.0,54,0.0003802576700743,0.8308157099697885,0.0009877665946945,0.0074142896961813,5.053721054812658e-05,-4.296302805987566,0,0.0,0.00038025767007430426,1.380667184527901e-06,1.8769568946296133e-06,0.0,Very rare (<1e-4),Shallow zero
SRS2821843,test,3,73614,2000,0,0.0,-8.0,1,107,1.0,106,0.0005529446483244,0.7190332326283988,0.001265142960792,0.0127592011630576,0.00015883100381194413,-3.7990373770311545,0,0.0,0.0005529446483244063,1.3007176811335925e-05,8.817042745561743e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821925,test,5,174794,2000,21,0.0105,-1.9788102873164666,0,15,0.30612244897959184,48,0.0104154239974921,1.0,0.0056196577058383,0.0278447048516044,0.009865905266914802,-2.0058626187815767,0,0.0105,0.010415423997492217,0.011536274005844931,0.012192462642511859,3.091042453358316,Common (1e-3 to 1e-2),Detected in shallow
SRS2821875,test,3,92333,2000,0,0.0,-8.0,1,99,1.0,98,0.0003802576700743,0.8308157099697885,0.0009877665946945,0.0074142896961813,0.0002617277108062753,-3.582133700305529,0,0.0,0.00038025767007430426,2.4588404466460923e-05,2.5908443730346348e-05,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821892,test,1,139050,2000,0,0.0,-8.0,1,112,1.0,111,0.0001089244535117,0.1691842900302115,0.001067666733689,0.0138131871554489,0.0,-8.0,0,0.0,0.00010892445351170123,5.261940740487209e-08,5.416809533544665e-08,0.0,Reference zero,Shallow zero
SRS2821844,test,4,127344,2000,0,0.0,-8.0,1,103,1.0,102,0.0013332141572657,0.8217522658610272,0.0021088551872494,0.0114350630423246,0.0007850320554755987,-3.10510707704869,0,0.0,0.001333214157265715,7.571942994810421e-07,2.7529816329861137e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2821843,test,5,192138,2000,0,0.0,-8.0,1,106,1.0,105,9.820938868897828e-05,0.2145015105740181,0.0008801074141266,0.0145934271204249,0.0,-8.0,0,0.0,9.82093886889794e-05,9.875560152542102e-08,6.682058250511995e-08,0.0,Reference zero,Shallow zero
SRS2822080,test,4,146804,2000,3,0.0015,-2.8239058456574235,0,49,0.5212765957446809,93,0.0001188064407762,0.6978851963746223,0.0004070488323287,0.0048127845396264,0.00035676061362825543,-3.447610924656564,0,0.0015,0.00011880644077620135,0.0005901172144157211,0.0005918334234537115,1.3862943611198906,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822122,test,1,184673,2000,0,0.0,-8.0,1,91,1.0,90,0.00011717566168,0.1389728096676737,0.000872086686013,0.011156369403792,0.0,-8.0,0,0.0,0.00011717566168000133,7.513844028447717e-08,1.9950332797256216e-08,0.0,Reference zero,Shallow zero
SRS2821925,test,3,101210,2000,1,0.0005,-3.3010213098612007,0,42,0.7924528301886793,52,0.0012219404712254,0.7129909365558912,0.0036301155871149,0.028093611380207,0.0009687452200071381,-3.0137859443419557,0,0.0005,0.0012219404712254139,0.0006614586872898232,0.0005120638360132678,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2822230,test,5,93004,2000,0,0.0,-8.0,1,100,1.0,99,0.0006397457609015,0.7764350453172205,0.0009882454159657,0.0115452930728241,0.00011293267330459826,-3.947141936913509,0,0.0,0.0006397457609015072,1.0448285515407478e-06,1.0946673615209716e-06,0.0,Rare (1e-4 to 1e-3),Shallow zero
SRS2822060,test,4,13412,2000,0,0.0,-8.0,1,81,1.0,80,0.0001192653093949,0.6314199395770392,0.0002055490973112,0.0013978894293702,0.0,-8.0,0,0.0,0.00011926530939490136,9.914665745392034e-07,1.017607201019968e-06,0.0,Reference zero,Shallow zero
SRS2822122,test,5,69673,2000,1,0.0005,-3.3010213098612007,0,86,0.9347826086956522,91,0.0002456286572682,0.5166163141993958,0.0006890412302388,0.0059740993884577,0.0006467813118246842,-3.189235822488487,0,0.0005,0.00024562865726820277,0.0003099910044736171,0.000359526854083266,0.6931471805599453,Rare (1e-4 to 1e-3),Detected in shallow
SRS2821972,test,1,150643,2000,0,0.0,-8.0,1,100,1.0,99,0.0002379709266102,0.3655589123867069,0.0009094289949943,0.0076564168868401,0.0,-8.0,0,0.0,0.00023797092661020268,3.340745781924026e-08,3.363248857220116e-08,0.0,Reference zero,Shallow zero
SRS2822298,test,1,73614,2000,3,0.0015,-2.8239058456574235,0,44,0.5641025641025641,77,0.0005529446483244,0.7190332326283988,0.001265142960792,0.0127592011630576,0.0013535596969346825,-2.8685193769715456,0,0.0015,0.0005529446483244063,0.0014966457459799495,0.0011032689646908146,1.3862943611198906,Common (1e-3 to 1e-2),Detected in shallow
