depth,method,metric,n_samples,mean,std,median,q25,q75
5000,Raw shallow RA,composition_Spearman,72,0.8700767715174473,0.0411332542610674,0.8753261957593229,0.8376228452817513,0.8999417518697702
5000,Raw shallow RA,Bray_Curtis,72,0.0372153732025845,0.006051389167837,0.0373998157469802,0.0318174826220833,0.043125254748788
5000,Raw shallow RA,Jensen_Shannon_distance,72,0.077310307230347,0.0091030102346411,0.0783611303795973,0.0713440846478974,0.0850612193007502
5000,Raw shallow RA,RAD_MAE_log10_RA_specific,72,0.9089993169858748,0.2436038555419343,0.9670097243863958,0.8024304019457494,1.0751369934833854
5000,Raw shallow RA,RAD_RMSE_log10_RA_specific,72,1.7641222402548722,0.2733444826364943,1.8300733015025337,1.6885602938794582,1.9481504828662104
5000,Raw shallow RA,RAD_head_MAE_log10,72,0.0197899430793907,0.0026765727957239,0.0195995927908962,0.0178904357802932,0.0212193830761161
5000,Raw shallow RA,RAD_middle_MAE_log10,72,0.7075185433954546,0.5806200331923557,0.6233260228968012,0.0775756518269781,1.203341850438319
5000,Raw shallow RA,RAD_tail_MAE_log10,72,1.1808775063566797,0.704799072768583,1.3220211147285037,0.605160656436417,1.7558348313136012
5000,Raw shallow RA,Shannon_absolute_error,72,0.0209974432138982,0.0068722032776825,0.0213695349366152,0.0159237580826528,0.0258901538242378
5000,Raw shallow RA,Simpson_absolute_error,72,0.0018055435370984,0.0012640249272306,0.0014327749807297,0.0009693290303676,0.0021118622962591
5000,Raw shallow RA,true_richness_1read,72,93.20833333333331,24.171883037476928,92.5,73.0,114.0
5000,Raw shallow RA,predicted_richness_1read,72,107.44722222222222,24.70970598044547,107.9,87.9,130.55
5000,Raw shallow RA,richness_1read_absolute_error,72,14.283333333333337,5.6061083386093555,15.0,11.0,18.25
5000,Raw shallow RA,true_richness_fixed,72,114.45833333333331,29.351170286431486,116.0,89.0,139.25
5000,Raw shallow RA,predicted_richness_fixed,72,107.44722222222222,24.70970598044547,107.9,87.9,130.55
5000,Raw shallow RA,richness_fixed_absolute_error,72,7.794444444444445,4.680191668426427,6.9,4.0,10.95
5000,Training-mean RA,composition_RMSE_RA,72,0.0132603616478729,0.0047588661517308,0.0119728497107974,0.0101612362022873,0.0146207513978813
5000,Training-mean RA,composition_Spearman,72,0.5854992486605802,0.060413080359585,0.5861618683916767,0.5581597451093464,0.6275087137141178
5000,Training-mean RA,Bray_Curtis,72,0.3985704493983644,0.0752000783603454,0.394419813052308,0.3449927030817201,0.4443466183333281
5000,Training-mean RA,Jensen_Shannon_distance,72,0.4520867246319424,0.0683620382015574,0.4437101515592175,0.4060989644010537,0.4905584083602715
5000,Training-mean RA,RAD_MAE_log10_RA_specific,72,1.676069943689311,0.5780819799243232,1.5933264092053212,1.1912096489068889,2.1031929667152953
5000,Training-mean RA,RAD_RMSE_log10_RA_specific,72,2.362900486697379,0.4968703103739382,2.3022467052505853,2.003418062500307,2.702143840952833
5000,Training-mean RA,RAD_head_MAE_log10,72,0.1313359050326663,0.0592514653044852,0.1157450520646542,0.0880469770040334,0.1635276797224803
5000,Training-mean RA,RAD_middle_MAE_log10,72,0.496733399461611,0.4361548079056671,0.3869986086594872,0.1617632970235314,0.6770339736322222
5000,Training-mean RA,RAD_tail_MAE_log10,72,2.8928093810475333,0.8218198208285933,2.8377355070676815,2.229565201128435,3.5653377144580713
5000,Training-mean RA,Shannon_absolute_error,72,0.6293028636520913,0.345555313260703,0.595645211758389,0.3096174701163373,0.8879533787390586
5000,Training-mean RA,Simpson_absolute_error,72,0.0528806130395713,0.0488461340846419,0.0386931780953472,0.0135590346820739,0.071304138249794
5000,Training-mean RA,true_richness_1read,72,93.20833333333331,24.171883037476928,92.5,73.0,114.0
5000,Training-mean RA,predicted_richness_1read,72,158.0,0.0,158.0,158.0,158.0
5000,Training-mean RA,richness_1read_absolute_error,72,64.79166666666667,24.171883037476928,65.5,44.0,85.0
5000,Training-mean RA,true_richness_fixed,72,114.45833333333331,29.351170286431486,116.0,89.0,139.25
5000,Training-mean RA,predicted_richness_fixed,72,231.0,0.0,231.0,231.0,231.0
5000,Training-mean RA,richness_fixed_absolute_error,72,116.54166666666669,29.351170286431486,115.0,91.75,142.0
5000,XGBoost,composition_RMSE_RA,72,0.002730829785709,0.0022506388567958,0.001915823279982,0.001254898527143,0.0030487526384755
5000,XGBoost,composition_Spearman,72,0.8861598558443944,0.0434120155429052,0.8899130981725889,0.8589554318116291,0.9234444680120056
5000,XGBoost,Bray_Curtis,72,0.0632660314504207,0.0292093691103686,0.0533216571218637,0.0468457480338384,0.0656780117402099
5000,XGBoost,Jensen_Shannon_distance,72,0.0850276911710519,0.0201240382875229,0.0789790619163945,0.0749882783682089,0.0869141486889069
5000,XGBoost,RAD_MAE_log10_RA_specific,72,0.6081995151005224,0.102595025085266,0.6368791703746386,0.5362734866828979,0.6863982889228029
5000,XGBoost,RAD_RMSE_log10_RA_specific,72,0.846287950565817,0.1116067082777848,0.8672875657842116,0.7833192331164803,0.909524207244718
5000,XGBoost,RAD_head_MAE_log10,72,0.0370663208487008,0.0235654655372544,0.0298568463172517,0.0254643471303997,0.0357388250150861
5000,XGBoost,RAD_middle_MAE_log10,72,0.3004065754708102,0.2399398520040957,0.2602021899551386,0.0726669840619735,0.4885145283502808
5000,XGBoost,RAD_tail_MAE_log10,72,0.9429485437860408,0.1823910771699044,0.9626545391908028,0.8555872657110186,1.0808755437195314
5000,XGBoost,Shannon_absolute_error,72,0.0895726061089778,0.0825057906055142,0.0658530431907628,0.0454773972121854,0.0997996614955266
5000,XGBoost,Simpson_absolute_error,72,0.0159922525361941,0.0242919167384317,0.0058624623972581,0.0027116728082582,0.0173751832974532
5000,XGBoost,true_richness_1read,72,93.20833333333331,24.171883037476928,92.5,73.0,114.0
5000,XGBoost,predicted_richness_1read,72,86.17500000000001,22.569502980542843,84.3,64.8,105.3
5000,XGBoost,richness_1read_absolute_error,72,7.411111111111111,3.653111949702322,7.6,4.15,9.6
5000,XGBoost,true_richness_fixed,72,114.45833333333331,29.351170286431486,116.0,89.0,139.25
5000,XGBoost,predicted_richness_fixed,72,104.26666666666668,26.28858264465372,106.5,81.35000000000001,126.85
5000,XGBoost,richness_fixed_absolute_error,72,10.463888888888889,4.419397242552477,10.0,7.6,13.05
